Movie Name,Language,IMDb Rating,Running Time,Year of Release,Maturity Rating,type,platform
Main Aisa Hi Hoon,Hindi,4.8,155,2005,All,Movie,Amazon Prime
Howrah Bridge,Hindi,7,118,None,NR,Movie,Amazon Prime
Ashche Abar Shobor,Bengali,6.3,126,2018,18+,Movie,Amazon Prime
Dark Chocolate (Bengali),Bengali,4.2,90,2016,18+,Movie,Amazon Prime
Be-Shaque,Hindi,6.3,121,1981,NR,Movie,Amazon Prime
Tom Ford,English,None,23,2020,13+,Movie,Amazon Prime
Chunkzz,Malayalam,5.7,120,2017,All,Movie,Amazon Prime
Kodagana Koli Nungitta,Kannada,7.4,157,2008,NR,Movie,Amazon Prime
Kakkothikkavile Appooppan Thaadikal,Malayalam,7.3,99,1988,NR,Movie,Amazon Prime
S. P. Sangliyana Part 2,Kannada,None,114,1990,NR,Movie,Amazon Prime
Playing It Cool,English,None,94,2014,18+,Movie,Amazon Prime
Pinjar,Hindi,8,183,2003,13+,Movie,Amazon Prime
Standoff,English,6.1,82,2016,16+,Movie,Amazon Prime
Gurupornima,Marathi,6.8,117,2014,All,Movie,Amazon Prime
Tu Mera Ki Lagda,Punjabi,6.7,128,2019,All,Movie,Amazon Prime
Mere Dad Ki Maruti,Hindi,6.4,101,2013,13+,Movie,Amazon Prime
Jyeshthoputro,Bengali,7.6,123,2019,All,Movie,Amazon Prime
R.I.P.D.,English,5.6,95,2013,13+,Movie,Amazon Prime
Theendum Inbam,Tamil,None,79,1997,NR,Movie,Amazon Prime
Do Aur Do Paanch,Hindi,7,153,1980,All,Movie,Amazon Prime
Prithivi Amarey Chai,Bengali,None,150,1995,NR,Movie,Amazon Prime
Kabli Khan,Hindi,4.8,123,None,NR,Movie,Amazon Prime
Ramuni Minchina Ramudu,Telugu,None,135,1974,NR,Movie,Amazon Prime
Baapjanma,Marathi,8.2,121,2017,All,Movie,Amazon Prime
Wedding Pullav,Hindi,3.8,123,2015,NR,Movie,Amazon Prime
Anwar,Malayalam,6.4,128,2010,13+,Movie,Amazon Prime
Benkiya Bale,Kannada,6.6,137,1983,NR,Movie,Amazon Prime
Birpursh The Hero Within,Bengali,None,15,2019,13+,Movie,Amazon Prime
Paisa Vasool,Hindi,4.3,132,2004,18+,Movie,Amazon Prime
True Story,English,6.3,99,2015,18+,Movie,Amazon Prime
Oh My Friend,Telugu,6.6,130,2011,All,Movie,Amazon Prime
Satarupa,Bengali,None,134,1998,NR,Movie,Amazon Prime
Zamana,Hindi,6.3,155,1985,All,Movie,Amazon Prime
Adithya Varma,Tamil,6.3,165,2019,18+,Movie,Amazon Prime
Okkadu Chaalu,Telugu,None,160,2005,NR,Movie,Amazon Prime
Chal Guru Ho Ja Shuru,Hindi,None,116,2015,NR,Movie,Amazon Prime
Shamitabh,Hindi,6.8,138,2015,NR,Movie,Amazon Prime
Puthukkottayile Puthumanavalan,Malayalam,6.8,114,1995,All,Movie,Amazon Prime
Ke Tumi Nandini,Bengali,5.9,136,2017,13+,Movie,Amazon Prime
Bhairavi,Hindi,5.6,145,1996,All,Movie,Amazon Prime
Sri Krishna Vijayamu,Telugu,None,148,1971,NR,Movie,Amazon Prime
Kismat Wala,Hindi,None,90,1986,NR,Movie,Amazon Prime
Paavam Poornima,Malayalam,6.2,131,1984,NR,Movie,Amazon Prime
Do Raaste,Hindi,7,150,None,All,Movie,Amazon Prime
Jaguar (Kannada),Kannada, 5.4,159,2016,13+,Movie,Amazon Prime
Jamalaye Jibanta Manush,Bengali,7.5,127,2017,13+,Movie,Amazon Prime
Sarkar Dada,Malayalam,2.9,130,2005,All,Movie,Amazon Prime
Vamanapuram Bus Route,Malayalam,2.2,120,2004,All,Movie,Amazon Prime
LEGO Marvel Black Panther,English,5.7,22,2018,7+,Movie,Amazon Prime
Weapons of Mass Surveillance,English,6.8,42,2019,13+,Movie,Amazon Prime
Rup Rong,Bengali,None,109,2012,13+,Movie,Amazon Prime
Armaan,Hindi,5.2,152,2003,All,Movie,Amazon Prime
Insaaf Ki Awaaz,Hindi,4.8,162,1986,All,Movie,Amazon Prime
Bhuban Majhi,Bengali,7.5,113,2017,NR,Movie,Amazon Prime
Chal Man Jeetva Jaiye,Gujarati, 8.7,116,2017,All,Movie,Amazon Prime
The Legend of Tarzan,English,6.2,109,2016,13+,Movie,Amazon Prime
Motherless Brooklyn,English,6.8,144,2019,18+,Movie,Amazon Prime
Chhota Bheem Vs Zimbara,Hindi,None,64,2019,All,Movie,Amazon Prime
Bal Ganesh 2 (Telugu),Telugu,None,73,2009,All,Movie,Amazon Prime
Perazhagan,Tamil,6.4,146,2004,All,Movie,Amazon Prime
Take Care Good Night,Marathi,7.5,110,2018,13+,Movie,Amazon Prime
Up Up & Up,Malayalam,5.6,78,2019,All,Movie,Amazon Prime
Watchmen,English,7.6,162,2009,18+,Movie,Amazon Prime
Maattuppetti Machaan,Malayalam,None,134,1988,NR,Movie,Amazon Prime
Ik Sandhu Hunda Si,Punjabi,4.9,114,2020,13+,Movie,Amazon Prime
Drishyam 2,Malayalam,8.9,153,2021,13+,Movie,Amazon Prime
Justice Chaudhury,Hindi,5.6,157,1983,All,Movie,Amazon Prime
Maunn,Hindi,8.8,12,2019,NR,Movie,Amazon Prime
15 Lakh Kadon Aauga,Punjabi,6.9,131,2019,13+,Movie,Amazon Prime
Karthikeyanum Kaanamal Pona Kadhaliyum,Tamil,None,101,2018,All,Movie,Amazon Prime
Ee Nagaraniki Emaindi,Telugu,7.9,134,2018,13+,Movie,Amazon Prime
Aaradhana,Telugu,6.7,164,1976,NR,Movie,Amazon Prime
10 Cloverfield Lane,English,7.2,103,2016,18+,Movie,Amazon Prime
Boarding Gate,English,5.1,106,2007,18+,Movie,Amazon Prime
Dhol Taashe,Marathi,5.4,128,2015,NR,Movie,Amazon Prime
Zunj,Marathi,8.4,136,1974,All,Movie,Amazon Prime
Amhi Jato Amuchya Gava,Marathi,7.1,127,1968,All,Movie,Amazon Prime
Daitya,Bengali,None,102,2002,NR,Movie,Amazon Prime
Aa Dekhen Zara,Hindi,5,111,2009,NR,Movie,Amazon Prime
Lara Croft: Tomb Raider,Tamil,5.8,100,2001,18+,Movie,Amazon Prime
Kannad Gothilla,Kannada, 5,118,2019,13+,Movie,Amazon Prime
Logan Lucky,Telugu,7,118,2017,16+,Movie,Amazon Prime
Hatya,Telugu,6.9,85,1992,NR,Movie,Amazon Prime
Pela Adhi Akshar,Gujarati,7.2,138,2017,13+,Movie,Amazon Prime
Return To Sender,English,5.1,91,2015,18+,Movie,Amazon Prime
Jadu Bangsha,Bengali,None,110,1974,NR,Movie,Amazon Prime
Rajasimha - Roaring Lion,Kannada,None,142,2018,13+,Movie,Amazon Prime
Virus,Malayalam,7.9,148,2019,All,Movie,Amazon Prime
Sundari Nee Vayasentha,Telugu,None,58,1976,NR,Movie,Amazon Prime
Akkal Badi Ke Cash,Gujarati,None,116,2019,All,Movie,Amazon Prime
Agent Vinod,Hindi,5.7,145,1977,All,Movie,Amazon Prime
Sthalathe Pradhana Payyans,Malayalam,5.9,148,1993,NR,Movie,Amazon Prime
Chak Jawana,Punjabi,7.2,131,2010,All,Movie,Amazon Prime
Vinci Da,Bengali,7.3,114,2019,13+,Movie,Amazon Prime
Kiccha Huccha,Kannada,6.1,133,2010,13+,Movie,Amazon Prime
Krishna,Bengali,4.7,131,2017,13+,Movie,Amazon Prime
Shilpi,Bengali,8,96,1994,All,Movie,Amazon Prime
Naksha,Hindi,3.2,123,2006,13+,Movie,Amazon Prime
Bounty Hunters,Hindi,5.4,105,2016,13+,Movie,Amazon Prime
She's the Man,English,6.3,105,2006,13+,Movie,Amazon Prime
Ouija,English,4.5,89,2014,18+,Movie,Amazon Prime
Honey & Bunny in KungFu Challenge,Telugu,None,51,2018,7+,Movie,Amazon Prime
The Warrior's Way,Telugu,6.3,96,2010,18+,Movie,Amazon Prime
Mohabbatein,Hindi,7.1,215,2000,13+,Movie,Amazon Prime
Phoebe in Wonderland,English,7.1,100,2008,18+,Movie,Amazon Prime
Jiban Niye Khela,Bengali,7.6,138,2017,13+,Movie,Amazon Prime
Jaguar (Telugu),Telugu,5.4,152,2016,13+,Movie,Amazon Prime
The Legend Of Bhagat Singh,Hindi,8.1,149,2002,All,Movie,Amazon Prime
From Cremona To Cremona,English,None,76,2020,13+,Movie,Amazon Prime
Chiara Ferragni Unposted,English,3.8,88,2019,13+,Movie,Amazon Prime
Jaal Saz - Kishore Kumar,Hindi,None,139,None,NR,Movie,Amazon Prime
Ithade,Telugu,None,90,2014,NR,Movie,Amazon Prime
Ashani Sanket,Bengali,8.1,97,1973,All,Movie,Amazon Prime
American Citizen,English,6.1,98,1992,18+,Movie,Amazon Prime
Chandanachi Choli Anga Anga Jali,Marathi,6.6,135,1974,All,Movie,Amazon Prime
Pehli Sher Doosari Savaasher Navara Paavsher,Marathi,None,162,2005,All,Movie,Amazon Prime
What Happened in Vegas,English,6.9,52,2020,13+,Movie,Amazon Prime
Despicable Me 2,English,7.3,98,2013,7+,Movie,Amazon Prime
Jab Pyaar Kisise Hota Hai,Hindi,5.8,149,1998,All,Movie,Amazon Prime
Orphan,English,7,122,2009,18+,Movie,Amazon Prime
Underworld Rise of the Lycans,Marathi,6.6,92,2009,18+,Movie,Amazon Prime
Anna,English,6.6,118,2019,16+,Movie,Amazon Prime
Deva,Marathi,6.3,113,2017,All,Movie,Amazon Prime
Nonsense,Malayalam,7.1,147,2018,All,Movie,Amazon Prime
The Captain,English,6.2,106,2019,13+,Movie,Amazon Prime
Paddehuli,Kannada, 5.8,158,2019,13+,Movie,Amazon Prime
Vitthal Vitthal,Marathi,7.6,126,2003,All,Movie,Amazon Prime
Germ Warfare: The Battle Against Superbugs,English,None,49,2020,13+,Movie,Amazon Prime
Ghar Parivar,Hindi,5.2,130,1991,All,Movie,Amazon Prime
Aakasamantha,Telugu,None,114,2008,All,Movie,Amazon Prime
Bolo Raam,Hindi,5.1,106,2009,NR,Movie,Amazon Prime
Blumhouse's Fantasy Island,Hindi,4.9,109,2020,18+,Movie,Amazon Prime
Ithu Njangalude Katha,Malayalam,None,140,1982,NR,Movie,Amazon Prime
Deception,English,None,107,2008,18+,Movie,Amazon Prime
Harry Potter and the Goblet of Fire,English,7.7,157,2005,13+,Movie,Amazon Prime
Chhote Nawab,Hindi,5.5,140,None,NR,Movie,Amazon Prime
Ashite Ashiona,Bengali,None,95,None,NR,Movie,Amazon Prime
Untamed Romania,English,8.5,88,2019,13+,Movie,Amazon Prime
Sobuj Choshma,Bengali,None,24,2019,13+,Movie,Amazon Prime
Shikari,Bengali,4.7,146,2016,All,Movie,Amazon Prime
Chef,English,7.3,110,2014,13+,Movie,Amazon Prime
Crazywater,English,8.3,56,2020,13+,Movie,Amazon Prime
Adhurs,Telugu,6.7,149,2010,13+,Movie,Amazon Prime
Godfather,Malayalam,9.2,142,1991,NR,Movie,Amazon Prime
Aami Ashbo Phirey,Bengali,6.9,120,2019,13+,Movie,Amazon Prime
Aliens in the Attic,English,5.4,85,2009,13+,Movie,Amazon Prime
Amal,English,7.5,103,2008,All,Movie,Amazon Prime
Bali Danam,Telugu,None,137,1998,NR,Movie,Amazon Prime
Tula Kalnnaar Nahi,Marathi,6.8,2 h,2017,All,Movie,Amazon Prime
Ave Kallu,Telugu,7.1,163,None,All,Movie,Amazon Prime
Law Point,Malayalam,5.3,99,2014,All,Movie,Amazon Prime
Bad Boys II,Hindi,6.6,146,2003,13+,Movie,Amazon Prime
Safe House,English,6.7,114,2012,18+,Movie,Amazon Prime
Mili,Hindi,7.5,115,1975,All,Movie,Amazon Prime
Picnic - Telugu,Telugu,None,90,2001,NR,Movie,Amazon Prime
Fukrey Returns,Hindi,6.5,135,2017,13+,Movie,Amazon Prime
Apur Panchali,Bengali,8.2,96,2017,13+,Movie,Amazon Prime
Qasam Se Qasam Se,Hindi,4,145,2012,NR,Movie,Amazon Prime
Anchors Up,English,5,73,2017,All,Movie,Amazon Prime
Narsimha,Hindi,5.5,186,1991,13+,Movie,Amazon Prime
U The End A,Kannada,None,109,2016,13+,Movie,Amazon Prime
Pratikar,Bengali,5.1,141,2017,13+,Movie,Amazon Prime
Bigil,Tamil,6.7,177,2019,13+,Movie,Amazon Prime
Arohan,Bengali,7.5,139,1982,All,Movie,Amazon Prime
Nadhoo Khan,Punjabi,4.3,136,2019,All,Movie,Amazon Prime
Oldboy,English,5.7,98,2013,18+,Movie,Amazon Prime
Hosa Jeevana,Kannada,7.2,145,1990,NR,Movie,Amazon Prime
Joshilaay,Hindi,5.7,107,2009,13+,Movie,Amazon Prime
Pappayude Swantham Appoos,Malayalam,7.9,141,1992,NR,Movie,Amazon Prime
Jiban Jijnasa,Bengali,None,148,1971,NR,Movie,Amazon Prime
Chor Chor Super Chor,Hindi,6.6,98,2013,NR,Movie,Amazon Prime
Dinoshark,Hindi,3.1,86,2010,16+,Movie,Amazon Prime
Men in Black 3,English,6.8,105,2012,13+,Movie,Amazon Prime
Four Two Ka One,Hindi,4.8,112,2013,NR,Movie,Amazon Prime
I Dont Luv U,Hindi,None,120,2013,NR,Movie,Amazon Prime
Ashlilatar Daye,Bengali,None,128,1983,NR,Movie,Amazon Prime
Jhansi Ki Rani,Hindi,None,126,None,NR,Movie,Amazon Prime
Rupaban Kanya,Bengali,None,137,1992,NR,Movie,Amazon Prime
Kangan,Hindi,6.6,141,None,NR,Movie,Amazon Prime
Laxmi,Hindi,None,118,None,NR,Movie,Amazon Prime
Kalavida,Kannada,None,144,1997,NR,Movie,Amazon Prime
300: Rise of an Empire,Telugu,6.2,102,2014,18+,Movie,Amazon Prime
Too Late for Tears,English,7.3,101,None,18+,Movie,Amazon Prime
Nebraska,English,7.7,110,2013,18+,Movie,Amazon Prime
Rajar Raja,Bengali,None,121,1994,NR,Movie,Amazon Prime
Dosar,Bengali,7.4,123,2017,13+,Movie,Amazon Prime
Adrift,Hindi,6.6,92,2018,16+,Movie,Amazon Prime
Resurrecting The Champ,English,6.7,107,2007,18+,Movie,Amazon Prime
Narbachi Wadi,Marathi,7.6,118,2013,13+,Movie,Amazon Prime
Downhill Willie,English,4.9,89,1997,16+,Movie,Amazon Prime
Vajra Kavachadhara Govinda,Telugu,5.8,140,2019,13+,Movie,Amazon Prime
Khana Baraho,Bengali,None,128,1981,All,Movie,Amazon Prime
Nikaah,Hindi,6.7,141,1982,All,Movie,Amazon Prime
Bal Hanuman IV - Attack Of The Universe,Hindi,None,68,2012,All,Movie,Amazon Prime
Pudumai Pithan,Tamil,6.7,175,1957,NR,Movie,Amazon Prime
Valmiki Ki Banduk,Hindi,None,12,2010,All,Movie,Amazon Prime
Bound,English,7.3,108,1996,18+,Movie,Amazon Prime
12Va Anthasthu,Telugu,4.8,111,2003,13+,Movie,Amazon Prime
Teraa Surroor,Hindi,2.6,99,2016,13+,Movie,Amazon Prime
Girlfriend,Bengali,6.4,128,2018,All,Movie,Amazon Prime
Chinnodu,Telugu,4.3,150,2006,NR,Movie,Amazon Prime
Main Prem Ki Diwani Hoon,Hindi,4,197,2003,13+,Movie,Amazon Prime
Bombay to Goa,Hindi,6.8,136,1972,All,Movie,Amazon Prime
Oliyambukal,Malayalam,6.8,120,1990,NR,Movie,Amazon Prime
Target Number One,Telugu,6.1,119,2020,18+,Movie,Amazon Prime
Main Prem Ki Diwani Hoon,Hindi,None,170,2003,NR,Movie,Amazon Prime
Dhanwaan,Hindi,3.4,149,1993,NR,Movie,Amazon Prime
Aruvam,Tamil,4.4,122,2019,13+,Movie,Amazon Prime
Nasihat,Hindi,5.1,139,1986,NR,Movie,Amazon Prime
The Little Vampire,English,5.8,79,2000,7+,Movie,Amazon Prime
Jaanwar,Hindi,5.9,165,1999,13+,Movie,Amazon Prime
Ouija,Hindi,4.5,89,2014,18+,Movie,Amazon Prime
Olympus Has Fallen,Tamil,6.5,114,2013,18+,Movie,Amazon Prime
Homefront,Hindi,6.5,96,2013,18+,Movie,Amazon Prime
Top Cat,Gujarati, 4.6,86,2012,13+,Movie,Amazon Prime
Kaal - Bengali,Bengali,None,106,2007,NR,Movie,Amazon Prime
Luck,Hindi,4.8,135,2009,13+,Movie,Amazon Prime
Malwa Maratha,Hindi,None,95,2018,NR,Movie,Amazon Prime
Heat,English,8.2,170,1995,18+,Movie,Amazon Prime
Lisaa,Telugu,3.1,107,2019,13+,Movie,Amazon Prime
Thamizhan,Tamil,5.2,162,2002,13+,Movie,Amazon Prime
Roll No. 56,Gujarati,5.8,95,2017,NR,Movie,Amazon Prime
Romantic Criminals,Telugu,7.2,124,2019,18+,Movie,Amazon Prime
Thiraikku Varadha Kathai,Tamil,3,125,2016,13+,Movie,Amazon Prime
Dhoom Dadakka,Hindi,3.4,133,2008,NR,Movie,Amazon Prime
Yeh Desh,Hindi,6,150,1984,NR,Movie,Amazon Prime
Love in Nepal,Kannada,3.7,105,2000,NR,Movie,Amazon Prime
Lakeer Ka Fakeer,Hindi,5.4,114,2013,NR,Movie,Amazon Prime
aasoo bane angaarey,Hindi,None,150,1993,All,Movie,Amazon Prime
SpongeBob SquarePants: Sponge Out Of Water,English,6,92,2015,All,Movie,Amazon Prime
Zameer,Hindi,6.2,129,1975,All,Movie,Amazon Prime
Mabel,English,8.4,21,2020,13+,Movie,Amazon Prime
Namasthe Anna,Telugu,None,124,1994,NR,Movie,Amazon Prime
Cheliya,Telugu,None,138,2017,All,Movie,Amazon Prime
Yaanaa,Kannada, 5.1,158,2019,13+,Movie,Amazon Prime
The Hornet's Nest,English,6.7,96,2014,18+,Movie,Amazon Prime
Kathakku Pinnil,Malayalam,7.2,118,1987,NR,Movie,Amazon Prime
Antar Bahir,Bengali,None,78,1995,NR,Movie,Amazon Prime
Death of a Cheerleader,English,None,91,1994,16+,Movie,Amazon Prime
Sabrina Friends Forever,English,None,70,2002,7+,Movie,Amazon Prime
Ballerina,English,6.8,85,2018,All,Movie,Amazon Prime
Kamuki,Malayalam,4.2,135,2018,All,Movie,Amazon Prime
Namma Veetu Kalyanam,Tamil,None,150,2002,NR,Movie,Amazon Prime
Jia Aur Jia,Hindi,4.5,91,2017,13+,Movie,Amazon Prime
Sing Along With Tobee 4 - Super Simple,English,None,58,2019,All,Movie,Amazon Prime
Ghar,Hindi,7,121,1978,All,Movie,Amazon Prime
Mahapurush O Kapurush,Bengali,5.1,124,2013,All,Movie,Amazon Prime
Madhu Malati,Bengali,None,145,1999,All,Movie,Amazon Prime
Antorshotta,Bengali,None,119,2018,All,Movie,Amazon Prime
Fathers and Daughters,English,7.1,113,2016,18+,Movie,Amazon Prime
Mr. Holmes,English,6.9,104,2015,13+,Movie,Amazon Prime
Kesari,Hindi,7.4,153,2019,13+,Movie,Amazon Prime
Ananya,Bengali,None,161,1992,NR,Movie,Amazon Prime
C U Soon,Malayalam,7.8,98,2020,16+,Movie,Amazon Prime
Mayabazar,Kannada,7.1,175,2000,NR,Movie,Amazon Prime
Bees Saal Baad,Hindi,5.2,140,None,NR,Movie,Amazon Prime
Shanty Tramp,English,5.8,71,None,NR,Movie,Amazon Prime
Warrish,Bengali,None,131,2004,NR,Movie,Amazon Prime
Saheb Bibi Golam,Bengali,7.9,149,2017,13+,Movie,Amazon Prime
Marathi Tigers,Marathi,None,132,2016,13+,Movie,Amazon Prime
Adhikar,Bengali,6,151,2017,13+,Movie,Amazon Prime
That Awkward Moment,English,6.2,94,2014,18+,Movie,Amazon Prime
Men in Black 3,Tamil,6.8,105,2012,13+,Movie,Amazon Prime
Herbert,Bengali,None,139,2006,13+,Movie,Amazon Prime
The Stream,English,4.8,86,2013,16+,Movie,Amazon Prime
Flat No 609,Bengali,None,108,2019,13+,Movie,Amazon Prime
Gangvaa,Hindi,5.4,126,1984,NR,Movie,Amazon Prime
Angkor Awakens,English,7.9,48,2019,13+,Movie,Amazon Prime
Lockout,English,6.1,91,2012,16+,Movie,Amazon Prime
Hellboy: Blood & Iron,English,6.7,75,2007,16+,Movie,Amazon Prime
Hogi Baa Magale,Kannada,None,133,2008,NR,Movie,Amazon Prime
Akatho Puratho (In or Out),Malayalam,None,119,2018,All,Movie,Amazon Prime
Malli Malli Chusa,Telugu,5,126,2019,13+,Movie,Amazon Prime
Shashi Babur Sansar,Bengali,6.5,129,2017,13+,Movie,Amazon Prime
Neram Nadi Kadu,Telugu,None,133,1989,NR,Movie,Amazon Prime
Chicken Popcorn,Bengali,None,3,2020,13+,Movie,Amazon Prime
Tamasha,Hindi,None,127,None,NR,Movie,Amazon Prime
Parannu Parannu Parannu,Malayalam,6.7,153,1984,NR,Movie,Amazon Prime
Sauda,Hindi,4,132,1995,NR,Movie,Amazon Prime
Gudugu Sidilu,Kannada,None,113,1988,NR,Movie,Amazon Prime
Mighty Raju - Most Wanted,Hindi,None,61,2019,All,Movie,Amazon Prime
Sahodarara Savaal,Kannada,7.2,155,1977,NR,Movie,Amazon Prime
Ready,Telugu,4.7,172,2008,13+,Movie,Amazon Prime
Vadda Kalakaar,Punjabi,5.1,138,2018,13+,Movie,Amazon Prime
Detective,Bengali,5.9,115,2020,13+,Movie,Amazon Prime
Temptation: Confessions of a Marriage Counselor,English,None,111,2013,13+,Movie,Amazon Prime
Teer Bhanga Dheu,Bengali,None,112,1977,NR,Movie,Amazon Prime
Rupinder Gandhi - The Gangster,Punjabi,7.3,131,2015,13+,Movie,Amazon Prime
Atal Jaler Ahwan,Bengali,6.6,127,2017,13+,Movie,Amazon Prime
Christmas Break-in,English,4.4,86,2018,7+,Movie,Amazon Prime
420,Telugu,8.8,116,1993,NR,Movie,Amazon Prime
IT Chapter Two,Telugu,6.5,169,2019,18+,Movie,Amazon Prime
Indradhanush,Kannada,7.5,153,2000,NR,Movie,Amazon Prime
Phirie Dao,Bengali,None,161,1994,NR,Movie,Amazon Prime
Wonderstruck,English,6.2,115,2017,7+,Movie,Amazon Prime
"To Live, To Tell",English,None,46,2020,13+,Movie,Amazon Prime
The Wife,English,7.2,100,2019,18+,Movie,Amazon Prime
Sabr,Hindi,None,11,2018,All,Movie,Amazon Prime
Kilichundan Mampazham,Malayalam,5.8,147,2003,All,Movie,Amazon Prime
Shikara,Hindi,3.7,119,2020,13+,Movie,Amazon Prime
LEGO Jurassic World The Secret Exhibit Part 2,English,6.2,22,2018,7+,Movie,Amazon Prime
Pattanakke Banda Pathniyaru,Kannada,None,145,1980,NR,Movie,Amazon Prime
Kadhal Kan Kattudhe,Tamil,6.5,103,2017,All,Movie,Amazon Prime
Life In A Year,Tamil,5.6,107,2021,13+,Movie,Amazon Prime
Aat Paake Badha,Bengali,None,124,2017,13+,Movie,Amazon Prime
Kong: Skull Island,English,6.6,118,2017,16+,Movie,Amazon Prime
Thaye Bhuvaneswari,Tamil,None,128,2005,13+,Movie,Amazon Prime
Hirak Rajar Deshe,Bengali,8.9,109,1980,NR,Movie,Amazon Prime
Devipaksha,Bengali,None,147,2018,13+,Movie,Amazon Prime
Tumsa Nahin Dekha,Hindi,7.2,139,None,All,Movie,Amazon Prime
Murattu Kaalai,Tamil,6.8,138,1980,All,Movie,Amazon Prime
Shooter,English,7.2,125,2007,18+,Movie,Amazon Prime
Neelimai Neel,Bengali,None,142,1991,NR,Movie,Amazon Prime
Live Die Repeat: Edge of Tomorrow,English,7.9,113,2014,13+,Movie,Amazon Prime
Irakal,Malayalam,7.6,136,1985,NR,Movie,Amazon Prime
Chhota Bheem - Master Of Shaolin,Hindi,None,75,2020,All,Movie,Amazon Prime
Andaz,Hindi,6.7,142,1971,All,Movie,Amazon Prime
Oskar,Bengali,None,133,2018,NR,Movie,Amazon Prime
Poran Jaye Jolia Re,Bengali,None,140,2017,13+,Movie,Amazon Prime
Main Awara Hoon,Hindi,5.2,154,1983,13+,Movie,Amazon Prime
Munna Michael,Hindi,3.3,139,2017,NR,Movie,Amazon Prime
Foxcatcher,English,7,137,2014,18+,Movie,Amazon Prime
The Last Airbender,English,4,103,2010,All,Movie,Amazon Prime
One Night Stand,Telugu,3.1,97,2016,18+,Movie,Amazon Prime
Neel Rajar Deshe,Bengali,6.6,106,2017,13+,Movie,Amazon Prime
Bhagat Singh Ki Udeek,Punjabi,6.2,96,2018,13+,Movie,Amazon Prime
Ramayya Vasthavayya,Telugu,6,158,2013,18+,Movie,Amazon Prime
Memsaheb,Bengali,None,141,2003,All,Movie,Amazon Prime
Balu Belagithu,Kannada,8.2,145,1970,NR,Movie,Amazon Prime
Sun Meri Laila,Hindi,6.9,143,1983,NR,Movie,Amazon Prime
Amityville: The Evil Escapes (4K Restored),English,4.3,95,1989,18+,Movie,Amazon Prime
Zombieland: Double Tap,Tamil,6.7,99,2019,18+,Movie,Amazon Prime
Theri (Hindi),Hindi,7.1,128,2016,All,Movie,Amazon Prime
Oru Oorla,Tamil,None,118,2014,13+,Movie,Amazon Prime
Mighty Raju - Space Race,Hindi,None,64,2019,All,Movie,Amazon Prime
Zabardast,Marathi,5.6,141,2007,All,Movie,Amazon Prime
Naanum Oru Thozhilaali,Tamil,6.5,129,1986,NR,Movie,Amazon Prime
Beauty and the Beast,English,6.4,113,2016,7+,Movie,Amazon Prime
Pokémon Detective Pikachu,Hindi,6.6,104,2019,13+,Movie,Amazon Prime
Bottle Shock,English,6.8,109,2008,13+,Movie,Amazon Prime
Aakash Deep,Hindi,None,136,None,NR,Movie,Amazon Prime
Swapanam,Malayalam,None,85,1995,NR,Movie,Amazon Prime
Aaj Ka Goonda Raaj,Hindi,5.4,159,1992,13+,Movie,Amazon Prime
The Boy,English,6,93,2016,16+,Movie,Amazon Prime
A Better Life,English,7.2,97,2011,13+,Movie,Amazon Prime
Khatta Meetha,Hindi,7.5,125,1977,All,Movie,Amazon Prime
Mane Number 13,Kannada, 2.9,106,2020,16+,Movie,Amazon Prime
Gali Gali Chor Hai,Hindi,5.1,110,2012,13+,Movie,Amazon Prime
Gangster,Malayalam,3.3,131,2014,18+,Movie,Amazon Prime
Violation of Trust,English,6.2,94,1991,16+,Movie,Amazon Prime
The Hurt Locker,English,7.5,125,2009,18+,Movie,Amazon Prime
Big Pride,English,None,49,2020,13+,Movie,Amazon Prime
Mahanagaramlo Mayagadu,Telugu,6,122,1984,NR,Movie,Amazon Prime
Amaran,Tamil,None,130,1992,NR,Movie,Amazon Prime
Ratanpur,Gujarati, 6.6,124,2018,13+,Movie,Amazon Prime
How Britain Bridges the World,English,None,47,2020,13+,Movie,Amazon Prime
Lady Robinhood,Hindi,None,115,2003,NR,Movie,Amazon Prime
Fastey Fasaatey,Hindi,4.5,119,2019,13+,Movie,Amazon Prime
Jackie Chan: Kung Fu Master,English,4,88,2009,7+,Movie,Amazon Prime
The Boy,Telugu,6,93,2016,16+,Movie,Amazon Prime
Blumhouse's Fantasy Island,English,4.9,109,2020,18+,Movie,Amazon Prime
IT Chapter Two,English,6.5,169,2019,18+,Movie,Amazon Prime
Immaan Dharam,Hindi,5.8,154,1977,NR,Movie,Amazon Prime
Amma Rajyam Lo Kadapa Biddalu,Telugu,3.5,130,2019,13+,Movie,Amazon Prime
Saharer Itikatha,Bengali,6.4,104,None,NR,Movie,Amazon Prime
REVENGE OF THE GEEKS,English,None,52,2019,13+,Movie,Amazon Prime
V (Kannada),Kannada, 6.6,140,2020,16+,Movie,Amazon Prime
Basant,Hindi,6.7,165,None,NR,Movie,Amazon Prime
Blood and Chocolate,English,5.5,98,2007,18+,Movie,Amazon Prime
Eduruleni Manishi,Telugu,4.6,138,2001,13+,Movie,Amazon Prime
Inji Iduppazhagi,Tamil,5.4,123,2015,All,Movie,Amazon Prime
Srimati 21 F,Telugu,None,123,2019,18+,Movie,Amazon Prime
90ML,Telugu,4.9,157,2019,18+,Movie,Amazon Prime
Sitara,Hindi,None,120,1980,NR,Movie,Amazon Prime
